Pclass,Age,SibSp,Fare,Parch,Cabin,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_U
1.0,0.35913546117114853,0.0,0.018542765081513996,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.0,0.015200187691820024,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.34656948982156316,0.0,0.09193307740413781,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.20834380497612465,0.0,0.020494635090094415,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.4093993465694898,0.375,0.030937139635999665,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.19577783362653933,0.125,0.06709553154495196,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.2837396330736366,0.375,0.5133418122566507,0.3333333333333333,0.42857142857142855,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.2963056044232219,0.0,0.015712553569072387,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.35913546117114853,0.0,0.015712553569072387,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.24604171902488062,0.0,0.015330377421392339,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.5727569741140991,0.125,0.11940564777490723,0.0,0.8299319727891156,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.32143754712239253,0.125,0.04015972542654215,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.7361146016587082,0.0,0.014151057562208049,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.8869062578537321,0.0,0.06764049365134761,0.0,0.08163265306122448,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.2837396330736366,0.0,0.12366716556464086,0.16666666666666666,0.6190476190476191,0.0,1.0,1.0,0.0,0.0,0.0
0.5,0.4219653179190751,0.0,0.044893010197349675,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.4219653179190751,0.125,0.050748620223090936,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.34656948982156316,0.0,0.015411575213749286,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.2586076903744659,0.0,0.15085515328815924,0.16666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.4093993465694898,0.0,0.016891873428256675,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.4596632319678311,0.25,0.015468569817999833,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.34656948982156316,0.0,0.015411575213749286,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.2586076903744659,0.0,0.014931805565640218,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.0,0.015175789316712771,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.4722292033174164,0.0,0.015411575213749286,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.125,0.04713766070721715,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.5853229454636844,0.0,0.10149724044618187,0.0,0.35374149659863946,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.17692887660216136,0.125,0.028212719478023115,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.2711736617240512,0.0,0.015712553569072387,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.24604171902488062,0.125,0.019177122834302632,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.20834380497612465,0.0,0.028220722145058292,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.2586076903744659,0.0,0.015468569817999833,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.8806232721789394,0.0,0.015126992566498259,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5,0.35913546117114853,0.125,0.04098927018018883,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.2963056044232219,0.0,0.4831284260198326,0.16666666666666666,0.24489795918367346,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.01985423473234481,0.5,0.06104473451835265,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.2586076903744659,0.25,0.1434624456306609,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.40311636089469716,0.125,0.058694292654020104,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.5,0.40311636089469716,0.0,0.025374310111545468,0.0,0.7891156462585034,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6732847449107816,0.0,0.15085515328815924,0.16666666666666666,0.6666666666666666,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.14551394822819805,0.125,0.021942337075458514,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.3497109826589595,0.0,0.015126992566498259,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.2963056044232219,0.0,0.01393967004027879,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.125,0.04364049521284362,0.16666666666666666,0.9387755102040816,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.5601910027645137,0.0,0.013614293309848433,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.4093993465694898,0.0,0.015411575213749286,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.24604171902488062,0.0,0.013760683560491965,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.5853229454636844,0.125,0.028302115124416098,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.3088715757728072,0.0,0.025374310111545468,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.2837396330736366,0.0,0.02936744577509929,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.2334757476752953,0.0,0.051301584996521765,0.3333333333333333,0.727891156462585,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.4596632319678311,0.125,0.10364429745562033,0.0,0.37414965986394555,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.19577783362653933,0.0,0.01798980030808316,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.2963056044232219,0.0,0.15458810467956932,0.0,0.30612244897959184,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.3497109826589595,0.0,0.029757819776815374,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.2711736617240512,0.0,0.015126992566498259,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.2963056044232219,0.125,0.030937139635999665,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.2334757476752953,0.0,0.013175122557917838,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.5,0.22090977632571,0.0,0.022446505098674838,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.2334757476752953,0.125,0.07173122281533045,0.16666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.33400351847197784,0.0,0.015216388212891242,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.10781603417944208,0.25,0.06709553154495196,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.4533802462930384,0.0,0.050748620223090936,0.3333333333333333,0.9591836734693877,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.5224930887157577,0.0,0.025374310111545468,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.6355868308620256,0.0,0.02444717185746977,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.2711736617240512,0.125,0.12999454257145598,0.0,0.4149659863945578,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.6921337019351597,0.0,0.015712553569072387,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.5036441316913798,0.0,0.028302115124416098,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.0,0.014273049437744325,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.6355868308620256,0.0,0.11980421963065935,0.16666666666666666,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.19577783362653933,0.0,0.015094396337354966,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.37170143252073384,0.0,0.015712553569072387,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.0,0.016908073949327893,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,1.0,0.13575255909676825,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.5476250314149284,0.0,0.031425107138144774,0.16666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.49736114601658704,0.0,0.030741952635141623,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.32143754712239253,0.0,0.015175789316712771,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.20834380497612465,0.0,0.016908073949327893,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.007288263382759488,0.5,0.07746484096553544,0.16666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.10781603417944208,0.0,0.04006213192611313,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.3497109826589595,0.0,0.10735285047192313,0.16666666666666666,0.836734693877551,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.5601910027645137,0.125,0.05445717323939373,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.3497109826589595,0.0,0.050602229972447406,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.34656948982156316,0.0,0.11027245763075773,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.7612465443578789,0.0,0.06538764528744409,0.0,0.12244897959183673,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.04498617743151546,0.5,0.05684821399990475,0.16666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.007288263382759488,0.125,0.021730754366528396,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.6984166876099522,0.0,0.05991421140938287,0.0,0.09523809523809523,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.22090977632571,0.125,0.015330377421392339,0.16666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.375,0.049707687947515,0.16666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.6230208595124404,0.0,0.05604306762136532,0.0,0.4693877551020408,1.0,0.0,1.0,0.0,0.0,0.0
0.5,0.37170143252073384,0.0,0.025374310111545468,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.4470972606182458,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,1.0,0.13575255909676825,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.3497109826589595,0.0,0.02937564362913533,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.10781603417944208,0.5,0.06126431989431795,0.3333333333333333,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.007288263382759488,0.25,0.07612293033463641,0.16666666666666666,0.9795918367346939,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.04498617743151546,0.0,0.04298993693898376,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.3497109826589595,0.0,0.09759350042902103,0.0,0.061224489795918366,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.125,0.030253985132996517,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.5601910027645137,0.0,0.051822148727810165,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.49736114601658704,0.125,0.030253985132996517,0.16666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0,0.4470972606182458,0.0,0.015411575213749286,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.39683337521990447,0.0,0.025374310111545468,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.2334757476752953,0.0,0.025374310111545468,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.2334757476752953,0.125,0.015330377421392339,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.032420206081930136,0.125,0.050748620223090936,0.16666666666666666,0.9591836734693877,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.5476250314149284,0.0,0.05410739813385612,0.0,0.19047619047619047,1.0,0.0,1.0,0.0,0.0,0.0
0.0,0.723548630309123,0.0,0.2859895551532101,0.0,0.2925170068027211,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.5224930887157577,0.0,0.01640390592611157,0.16666666666666666,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.2963056044232219,0.0,0.025374310111545468,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.34656948982156316,0.0,0.018542765081513996,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.4219653179190751,0.0,0.012678957201736696,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.5664739884393064,0.0,0.014102260811993537,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.22090977632571,0.0,0.015712553569072387,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.01985423473234481,0.0,0.02042143996477265,0.16666666666666666,0.9863945578231292,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.39683337521990447,0.125,0.030937139635999665,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.32143754712239253,0.0,0.036670757786204655,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.19577783362653933,0.0,0.015126992566498259,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0,0.49736114601658704,0.0,0.060507970265993034,0.0,0.05442176870748299,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.2963056044232219,0.0,0.013760683560491965,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.4345312892686604,0.0,0.04098927018018883,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.2711736617240512,0.0,0.014151057562208049,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.125,0.015126992566498259,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0,0.38426740387031916,0.125,0.22109807522194713,0.0,0.7006802721088435,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.33400351847197784,0.0,0.015468569817999833,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.5224930887157577,0.125,0.05270049023167135,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.39683337521990447,0.0,0.14891148113361488,0.0,0.6326530612244897,1.0,0.0,1.0,0.0,0.0,0.0
0.5,0.37170143252073384,0.0,0.020494635090094415,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.19577783362653933,0.0,0.015712553569072387,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.33400351847197784,0.0,0.025374310111545468,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.6355868308620256,0.0,0.015712553569072387,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.0,0.4722292033174164,0.125,0.17566830077223786,0.0,0.5918367346938775,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.2711736617240512,0.0,0.018249984580226933,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.2334757476752953,0.0,0.020494635090094415,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.2523247046996733,0.0,0.014151057562208049,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.22090977632571,0.0,0.025374310111545468,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.375,0.049707687947515,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.0,0.4345312892686604,0.125,0.16293234896625058,0.0,0.5442176870748299,1.0,0.0,0.0,0.0,1.0,0.0
1.0,0.35913546117114853,0.0,0.015175789316712771,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.7361146016587082,0.0,0.026350245115835676,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.05755214878110078,0.5,0.06126431989431795,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.2963056044232219,0.0,0.020494635090094415,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.0,0.014736618564782174,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.5476250314149284,0.125,0.050748620223090936,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.09525006282985675,0.0,0.05123658772523604,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,1.0,0.0
0.5,0.2334757476752953,0.0,0.020494635090094415,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5,0.4093993465694898,0.0,0.023959204355324663,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.3497109826589595,0.125,0.028212719478023115,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
0.5,0.35913546117114853,0.0,0.020494635090094415,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.2711736617240512,0.0,0.013907073811135496,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.37170143252073384,0.0,0.014102260811993537,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
